1	51.6483516484
2	31.8681318681
3	42.6229508197
4	39.8058252427
5	42.1686746988
6	42.2222222222
7	46.0
8	38.6363636364
9	33.606557377
10	37.2727272727
11	43.5714285714
12	37.5
13	37.5
14	39.4736842105
15	64.5569620253
16	41.5966386555
17	55.2447552448
18	51.5463917526
19	53.8461538462
20	45.1219512195
21	45.4545454545
22	38.0952380952
23	48.6666666667
24	47.0588235294
25	36.6336633663
26	43.1818181818
27	35.761589404
28	59.8540145985
29	44.3298969072
30	25.8928571429
31	38.5714285714
32	44.8
33	40.9638554217
34	32.6315789474
35	38.3084577114
36	30.0492610837
37	79.7101449275
38	36.6013071895
39	44.0
40	46.875
41	44.2307692308
42	45.9459459459
43	63.5416666667
44	43.4782608696
45	44.8275862069
46	48.9583333333
47	45.1219512195
48	40.0
49	35.8778625954
50	49.0196078431
51	47.1428571429
52	43.75
53	42.4242424242
54	40.3225806452
55	45.3703703704
56	40.8450704225
57	36.7816091954
58	40.6015037594
59	33.0357142857
60	40.0
61	44.6808510638
62	44.2105263158
63	44.6601941748
64	59.4594594595
65	41.5492957746
66	40.404040404
67	49.3333333333
68	34.5238095238
69	50.0
70	34.5454545455
71	47.5
72	50.0
73	53.0973451327
74	45.1612903226
75	36.8715083799
76	46.3414634146
77	42.4528301887
78	45.9016393443
79	31.2101910828
80	69.3693693694
81	47.8260869565
82	45.9016393443
83	39.2156862745
84	34.965034965
85	40.2298850575
86	62.7450980392
87	29.4117647059
88	46.5517241379
89	42.9906542056
90	46.0526315789
91	47.9452054795
92	36.5384615385
93	45.2736318408
94	31.7647058824
95	41.4141414141
96	38.8888888889
97	33.3333333333
98	45.8015267176
99	25.8064516129
100	40.5405405405
101	38.8429752066
102	43.119266055
103	37.1428571429
104	43.9189189189
105	46.6666666667
106	70.8737864078
107	37.1428571429
108	42.3076923077
109	41.3043478261
110	38.75
111	22.5
112	47.5247524752
113	44.9275362319
114	38.1578947368
115	76.0869565217
116	36.231884058
117	47.8723404255
118	34.5454545455
119	67.3913043478
120	38.3928571429
121	47.4358974359
122	32.4324324324
123	31.7307692308
124	42.6470588235
125	46.1538461538
126	34.7222222222
127	47.7272727273
128	38.1578947368
129	42.5
130	42.9824561404
131	49.5238095238
132	39.0
133	42.1052631579
134	42.0289855072
135	41.0714285714
136	49.5726495726
137	45.2830188679
138	54.4303797468
139	51.2820512821
140	67.0
141	43.1506849315
142	46.017699115
143	44.1666666667
144	40.6451612903
145	40.9090909091
146	46.2809917355
147	47.9591836735
148	50.0
149	44.4444444444
150	41.6666666667
151	46.25
152	41.0714285714
153	44.0366972477
154	55.0561797753
155	44.6927374302
156	43.9252336449
157	38.3838383838
158	35.6435643564
159	46.4
160	41.25
161	56.9892473118
162	47.3684210526
163	50.6329113924
164	32.5791855204
165	41.6666666667
166	45.7446808511
167	32.7731092437
168	35.9550561798
169	51.8518518519
170	39.3617021277
171	46.0869565217
172	41.3043478261
173	43.5897435897
174	41.3953488372
175	30.1204819277
176	37.8378378378
177	32.6923076923
178	46.0526315789
179	33.8235294118
180	41.5094339623
181	35.7723577236
182	27.5862068966
183	40.0
184	46.6666666667
185	41.935483871
186	40.2985074627
187	39.1304347826
188	36.1445783133
189	32.0987654321
190	45.4545454545
191	46.5346534653
192	42.3076923077
193	46.3414634146
194	38.9312977099
195	34.375
196	47.8260869565
197	47.8260869565
198	51.1111111111
199	45.4545454545
200	49.3506493506
201	41.935483871
202	42.8571428571
203	39.2857142857
204	37.5
205	56.880733945
206	46.9135802469
207	51.8867924528
208	29.7709923664
209	45.7446808511
210	36.0
211	36.6972477064
212	55.8333333333
213	57.03125
214	38.961038961
215	36.3636363636
216	50.0
217	48.2014388489
218	49.2957746479
219	44.3396226415
220	39.2857142857
221	35.8024691358
222	35.1648351648
223	43.8775510204
224	33.6538461538
225	46.4285714286
226	31.5384615385
227	46.8085106383
228	41.5662650602
229	41.3043478261
230	45.5555555556
231	47.3684210526
232	45.7446808511
233	55.1020408163
234	41.3043478261
235	33.0769230769
236	43.0379746835
237	46.4566929134
238	43.842364532
239	40.2173913043
240	47.2440944882
241	39.1666666667
242	49.4736842105
243	35.0574712644
244	46.0869565217
245	36.1290322581
246	47.619047619
247	52.4390243902
248	39.8058252427
249	48.9361702128
250	33.6633663366
251	37.7777777778
252	64.3835616438
253	42.7272727273
254	36.8
255	53.6585365854
256	24.3421052632
257	43.75
258	38.9473684211
259	49.1803278689
260	36.7924528302
261	39.7058823529
262	35.7894736842
263	41.2280701754
264	44.3609022556
265	40.8602150538
266	42.2680412371
267	43.4343434343
268	40.6015037594
269	33.8983050847
270	38.8535031847
271	42.5531914894
272	52.1276595745
273	26.9841269841
274	34.8178137652
275	31.6831683168
276	71.1538461538
277	34.0425531915
278	34.8993288591
279	32.4324324324
280	47.4820143885
281	32.6315789474
282	27.5862068966
283	72.8971962617
284	30.4347826087
285	48.8721804511
286	33.9285714286
287	48.0
288	41.40625
289	41.1111111111
290	40.2173913043
291	48.1751824818
292	41.1111111111
293	41.8300653595
294	45.2380952381
295	40.0
296	28.0487804878
297	51.0869565217
298	70.3703703704
299	40.5940594059
300	64.8936170213
301	35.2601156069
302	41.9642857143
303	37.3831775701
304	38.679245283
305	40.7407407407
306	33.0508474576
307	47.3684210526
308	44.4444444444
309	51.0416666667
310	43.6170212766
311	40.404040404
312	35.5371900826
313	49.4382022472
314	39.3617021277
315	56.5656565657
316	42.8571428571
317	51.1111111111
318	38.6266094421
319	48.3050847458
320	33.0508474576
321	48.6842105263
322	37.9310344828
323	47.619047619
324	39.3162393162
325	47.7272727273
326	37.4301675978
327	36.641221374
328	37.3493975904
329	50.0
330	34.375
331	36.9369369369
332	36.974789916
333	40.0
334	42.4778761062
335	43.6170212766
336	47.2527472527
337	33.3333333333
338	41.8604651163
339	34.7593582888
340	36.9863013699
341	39.1304347826
342	37.7192982456
343	43.75
344	35.2941176471
345	54.5454545455
346	43.4782608696
